Variant i,Variant j,Total Time,Summarization Time,Mapping Time,Number of Events,Average Number of Application,Average Number of Offer,Largest Type Object Set,Cost,Lane Optionality
23,47,1.3967281999994157,1.3786737999998877,0.01805439999952796,31,1.0,1.5,2,8,1
23,48,0.42810610000015004,0.34700900000007096,0.08109710000007908,25,1.0,1.0,1,9,0
23,49,3.6634387999993123,1.465934799999559,2.1975039999997534,32,1.0,1.5,2,10,1
24,25,0.1260433000006742,0.10882370000035735,0.01721960000031686,24,1.0,1.5,2,12,1
24,26,0.09177149999959511,0.05901900000026217,0.03275249999933294,23,1.0,1.5,2,11,1
24,27,0.26427309999962745,0.17898239999976795,0.0852906999998595,27,1.0,1.5,2,15,1
24,28,0.0344719000004261,0.025310500000159664,0.00916140000026644,18,1.0,1.0,1,5,0
24,29,0.0744195999996009,0.04081140000016603,0.03360819999943487,20,1.0,1.5,2,9,1
24,30,0.10970719999932044,0.09918699999980163,0.010520199999518809,21,1.0,1.0,1,8,0
24,31,0.6395345999990241,0.11449659999925643,0.5250379999997676,24,1.0,1.5,2,13,1
24,32,2.8968494000000646,1.2342661000002408,1.6625832999998238,25,1.0,1.0,1,13,0
24,33,0.05115529999966384,0.03749630000038451,0.013658999999279331,21,1.0,1.5,2,9,1
24,34,0.10875610000130109,0.08579210000061721,0.022964000000683882,21,1.0,1.0,1,10,0
24,35,0.433555399999932,0.32736670000031154,0.10618869999962044,27,1.0,1.5,2,15,1
24,36,0.23792169999978796,0.11941819999992731,0.11850349999986065,22,1.0,1.5,2,14,1
24,37,0.2819796999992832,0.2040219000000434,0.0779577999992398,26,1.0,1.5,2,14,1
24,38,0.18493769999986398,0.05791869999939081,0.12701900000047317,23,1.0,1.5,2,11,1
24,39,0.32300889999987703,0.3054346999997506,0.01757420000012644,28,1.0,1.5,2,14,1
24,40,0.31230200000027253,0.3014619000005041,0.010840099999768427,23,1.0,1.0,1,10,0
24,41,0.621374499999547,0.10870789999989938,0.5126665999996476,25,1.0,1.5,2,13,1
24,42,0.02516349999950762,0.016444099999716855,0.008719399999790767,17,1.0,1.0,1,2,0
24,43,0.06113180000011198,0.039405900000019756,0.021725900000092224,22,1.0,1.5,2,10,1
24,44,0.19125150000036228,0.16125459999966552,0.02999690000069677,22,1.0,1.0,1,11,0
24,45,0.40263770000001387,0.28542060000017955,0.11721709999983432,28,1.0,1.5,2,16,1
24,46,0.1144254999990153,0.09606869999970513,0.01835679999931017,21,1.0,1.0,1,10,0
24,47,0.17513930000041,0.11614989999998215,0.05898940000042785,25,1.0,1.5,2,14,1
24,48,0.07830740000008518,0.05257119999987481,0.025736200000210374,19,1.0,1.0,1,9,0
24,49,0.13985930000035296,0.1212586999999985,0.01860060000035446,26,1.0,1.5,2,12,1
25,26,0.7156605999998646,0.03461709999919549,0.6810435000006692,29,1.0,2.0,2,3,0
25,27,2.2339407999998,0.0537040999997771,2.180236700000023,33,1.0,2.0,2,8,0
25,28,0.22992600000088714,0.21260200000051555,0.017324000000371598,24,1.0,1.5,2,12,1
25,29,0.9546009999994567,0.19074949999958335,0.7638514999998733,26,1.0,2.0,2,18,0
25,30,0.8408886000006532,0.8070206000002145,0.03386800000043877,27,1.0,1.5,2,11,1
25,31,4.635358400000769,0.043636500000502565,4.591721900000266,30,1.0,2.0,2,3,0
25,32,7.377381100000093,0.8221049000003404,6.555276199999753,31,1.0,1.5,2,10,1
25,33,0.35648270000001503,0.30246379999971396,0.05401890000030107,27,1.0,2.0,2,17,0
25,34,2.1116077000006044,1.223348999999871,0.8882587000007334,27,1.0,1.5,2,13,1
25,35,5.185895800000253,0.043923500000346394,5.141972299999907,33,1.0,2.0,2,5,0
25,36,2.870153300000311,0.9208551000001535,1.9492982000001575,28,1.0,2.0,2,20,0
25,37,3.376629299999877,0.043324700000084704,3.333304599999792,32,1.0,2.0,2,4,0
25,38,2.4596062000009624,0.2906962000006388,2.1689100000003236,29,1.0,2.0,2,17,0
25,39,0.3124021999992692,0.10398449999956938,0.20841769999969983,34,1.0,2.0,2,8,0
25,40,1.4699338999998872,1.4157417999995232,0.05419210000036401,29,1.0,1.5,2,9,1
25,41,7.153484100000242,0.24195920000056503,6.911524899999677,31,1.0,2.0,2,8,0
25,42,0.083130699999856,0.06902530000024854,0.01410539999960747,23,1.0,1.5,2,11,1
25,43,2.3516184000000067,0.6807815000001938,1.6708368999998129,28,1.0,2.0,2,18,0
25,44,1.9529644000003827,1.2655442000004768,0.6874201999999059,28,1.0,1.5,2,11,1
25,45,3.0540736000002653,0.09310069999992265,2.9609729000003426,34,1.0,2.0,2,8,0
25,46,1.090850299999147,0.7529872999994041,0.3378629999997429,27,1.0,1.5,2,11,1
25,47,1.8697370999998384,0.035619600000245555,1.8341174999995928,31,1.0,2.0,2,5,0
25,48,0.627977600000122,0.31188639999982115,0.3160912000003009,25,1.0,1.5,2,12,1
25,49,0.15027439999994385,0.04848519999995915,0.1017891999999847,32,1.0,2.0,2,5,0
26,27,0.14017760000024282,0.08605890000035288,0.05411869999988994,32,1.0,2.0,2,9,0
26,28,0.1318141999990985,0.09841049999977258,0.03340369999932591,23,1.0,1.5,2,11,1
26,29,0.3348857000000862,0.08623449999959121,0.248651200000495,25,1.0,2.0,2,16,0
26,30,0.5901331999994,0.3907011999999668,0.19943199999943317,26,1.0,1.5,2,10,1
26,31,3.3590897999993103,0.041624899999987974,3.3174648999993224,29,1.0,2.0,2,6,0
26,32,20.098543499999323,2.3409108999994714,17.75763259999985,30,1.0,1.5,2,13,1
26,33,0.2575940000006085,0.12232740000035847,0.13526660000025004,26,1.0,2.0,2,16,0
26,34,0.7257452000003468,0.48867040000004636,0.23707480000030046,26,1.0,1.5,2,10,1
26,35,0.126381200000651,0.10258320000048116,0.02379800000016985,32,1.0,2.0,2,6,0
